RowTotal,Gender,Race,Ethnicity,VetStatus,DisabilityStatus,CHTime,CHTimeStatus,DVStatus,ESTAgeMin,ESTAgeMax,HHTypeEST,HoHEST,AdultEST,HHChronicEST,HHVetEST,HHDisabilityEST,HHFleeingDVEST,HHAdultAgeAOEST,HHAdultAgeACEST,HHParentEST,AC3PlusEST,AHAREST,AHARHoHEST,RRHAgeMin,RRHAgeMax,HHTypeRRH,HoHRRH,AdultRRH,HHChronicRRH,HHVetRRH,HHDisabilityRRH,HHFleeingDVRRH,HHAdultAgeAORRH,HHAdultAgeACRRH,HHParentRRH,AC3PlusRRH,AHARRRH,AHARHoHRRH,PSHAgeMin,PSHAgeMax,HHTypePSH,HoHPSH,AdultPSH,HHChronicPSH,HHVetPSH,HHDisabilityPSH,HHFleeingDVPSH,HHAdultAgeAOPSH,HHAdultAgeACPSH,HHParentPSH,AC3PlusPSH,AHARPSH,AHARHoHPSH,ReportID
2,3,6,1,0,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,6,1,0,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,9,-1,-1,-1,-1,-1,-1,9,0,9,9,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,6,1,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,6,1,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,6,98,0,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,98,1,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,99,0,0,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,99,0,0,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,9,-1,-1,-1,-1,-1,-1,9,0,9,9,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,3,99,0,1,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,9,-1,-1,-1,-1,-1,-1,9,0,9,9,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
2,4,6,0,0,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
4,4,6,0,0,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
3,4,6,0,0,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,0,0,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,9,-1,-1,-1,-1,-1,-1,9,0,9,9,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,0,1,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,0,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,0,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,9,-1,-1,-1,-1,-1,-1,9,0,9,9,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,0,1,99,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
2,4,6,1,0,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,1,0,99,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,1,1,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,1,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,6,1,1,1,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,9,9,-1,-1,-1,-1,-1,-1,9,0,9,9,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
1,4,98,0,0,0,0,-1,3,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,64,64,9,-1,-1,-1,-1,-1,-1,-1,-1,9,0,-1,-1,64,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,12345
