RowTotal,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHType,HHVet,HHDisability,HHFleeingDV,HoHRace,HoHEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID
2,0,1,2,6,-1,99,0,0,0,99,99,-1,0,0,-1,12345
1,0,1,2,6,-1,99,0,1,0,99,99,-1,1,0,-1,12345
8,0,1,2,7,-1,3,0,0,0,6,0,-1,0,0,-1,12345
1,0,1,2,7,-1,3,0,1,0,6,0,-1,0,0,-1,12345
5,0,1,2,7,-1,99,0,0,0,99,99,-1,0,0,-1,12345
1,0,1,2,8,-1,3,0,0,0,6,0,-1,0,0,-1,12345
2,0,1,2,8,-1,99,0,0,0,99,99,-1,0,0,-1,12345
4,0,1,2,9,-1,3,0,0,0,6,0,-1,0,0,-1,12345
2,0,1,2,9,-1,99,0,0,0,99,99,-1,0,0,-1,12345
1,0,1,2,9,-1,99,0,0,0,99,99,-1,1,0,-1,12345
2,0,1,2,10,-1,99,0,1,0,99,99,-1,1,0,-1,12345
3,0,1,2,11,-1,3,0,0,0,6,0,-1,0,0,-1,12345
3,0,1,2,11,-1,99,0,0,0,99,99,-1,0,0,-1,12345
4,0,1,2,11,-1,99,0,0,0,99,99,-1,1,0,-1,12345
3,0,1,2,11,-1,99,0,1,0,99,99,-1,1,0,-1,12345
3,0,1,2,13,-1,2,0,0,0,6,0,-1,1,0,-1,12345
5,0,1,2,13,-1,3,0,0,0,6,0,-1,0,0,-1,12345
1,0,1,2,13,-1,99,0,0,0,99,99,-1,0,0,-1,12345
1,0,1,2,13,-1,99,0,0,0,99,99,-1,1,0,-1,12345
2,0,1,2,13,-1,99,0,1,0,99,99,-1,1,0,-1,12345
1,0,1,2,14,-1,2,0,0,0,6,0,-1,1,0,-1,12345
1,0,1,2,14,-1,2,0,1,0,6,0,-1,1,0,-1,12345
1,0,1,2,14,-1,99,0,0,0,99,99,-1,0,0,-1,12345
1,0,1,2,14,-1,99,0,0,0,99,99,-1,1,0,-1,12345
1,0,1,2,14,-1,99,0,1,0,99,99,-1,1,0,-1,12345
1,0,1,2,99,-1,1,0,1,0,6,0,-1,0,0,-1,12345
1,0,1,2,99,-1,1,0,1,0,6,1,-1,0,0,-1,12345
1,0,1,2,99,-1,2,0,0,0,6,0,-1,1,0,-1,12345
20,0,1,2,99,-1,3,0,0,0,6,0,-1,0,0,-1,12345
1,0,1,2,99,-1,3,0,0,0,6,1,-1,0,0,-1,12345
1,0,1,2,99,-1,99,0,0,0,6,0,-1,0,0,-1,12345
1,0,1,2,99,-1,99,0,0,0,6,0,-1,1,0,-1,12345
14,0,1,2,99,-1,99,0,0,0,99,99,-1,0,0,-1,12345
2,0,1,2,99,-1,99,0,0,0,99,99,-1,1,0,-1,12345
2,0,1,2,99,-1,99,0,1,0,6,0,-1,0,0,-1,12345
2,0,1,2,99,-1,99,0,1,0,99,99,-1,1,0,-1,12345
1,0,1,5,1,-1,99,0,1,0,99,99,-1,1,0,-1,12345
2,0,1,5,3,-1,2,0,0,0,6,0,-1,1,0,-1,12345
1,0,1,5,3,-1,2,0,1,0,6,0,-1,1,0,-1,12345
8,0,1,5,3,-1,99,0,0,0,99,99,-1,1,0,-1,12345
1,0,1,5,3,-1,99,0,0,1,99,99,-1,1,0,-1,12345
1,0,1,5,3,-1,99,0,1,1,99,99,-1,1,0,-1,12345
1,0,1,5,4,-1,2,0,0,0,6,0,-1,1,0,-1,12345
3,0,1,5,4,-1,2,0,1,0,6,0,-1,1,0,-1,12345
2,0,1,5,4,-1,99,0,0,0,99,99,-1,1,0,-1,12345
1,0,1,5,5,-1,2,0,0,0,6,0,-1,1,0,-1,12345
1,0,1,7,5,-1,99,0,1,0,6,0,-1,1,0,-1,12345
